Date and time,Mode,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Label
2015-03-27 17:01:25,3,-38.44627,-0.02438174,?,-20.728308,-0.00615888,0.974897,3.29561,137.9892,-1.189839,P
2015-03-27 17:08:46,1,-1.96648,-0.00871851,-0.032011,-30.040029,0.00223446,0.974897,-0.572295,-335.1528,-0.459682,-
2015-03-27 18:44:06,3,-76.80858,-0.01735201,?,-24.327649,-0.01498536,0.974897,1.716778,-55.1416,-1.390155,-
2015-03-27 22:51:11,2,-60.66321,-0.02182935,0.1491884,-19.051337,-0.0112706,0.974897,2.534879,44.9327,-0.731512,L
2015-03-28 02:27:37,1,-52.40672,-0.01901302,0.1395405,-19.738737,-0.00937093,0.974897,3.841495,204.7648,-1.102412,P
2015-03-28 08:51:45,1,-106.3138,-0.02113059,0.1487621,-20.554396,-0.02177398,0.974897,6.712519,555.9632,-1.593737,N
2015-03-28 12:12:48,3,-12.82717,-0.02323067,0.0843683,-22.813255,-0.00026439,0.974897,4.01993,226.5918,-1.293782,N
2015-03-28 12:19:57,3,-88.14049,-0.02640096,?,-22.544759,-0.01759263,0.974897,5.476133,404.7221,-0.747514,N
2015-03-28 16:43:58,3,-24.64867,-0.0428207,0.062544,-24.485388,-0.00298431,0.974897,3.482032,160.7934,-0.319302,P
2015-03-28 17:08:37,2,-58.90496,-0.01811709,0.1722682,-17.77051,-0.01086606,0.974897,5.106722,359.5339,-1.147223,P
2015-03-28 18:12:58,1,1.92459,-0.01679893,0.1016955,-21.267846,0.00312972,0.974897,3.63249,179.1982,-0.641997,P
2015-03-28 19:51:36,3,-66.42802,-0.01757136,0.0605864,-25.426376,-0.01259698,0.974897,3.367906,146.8328,-0.83687,N
2015-03-28 22:23:24,2,-78.20704,-0.02000846,0.1169389,-21.976165,-0.01530712,0.974897,5.018875,348.7879,-1.07554,P
2015-03-29 04:41:08,3,-47.04766,-0.01629376,0.0112833,-28.896563,-0.00813791,0.974897,6.488073,528.5078,-0.858478,N
2015-03-29 06:34:39,1,-38.81689,-0.02781387,0.0680109,-24.426289,-0.00624416,0.974897,3.784777,197.8266,-1.353928,P
2015-03-29 11:04:52,3,-35.9691,-0.02396179,0.0577884,-24.332755,-0.00558893,0.974897,-1.626799,-464.1452,0.14368,L
2015-03-29 16:40:13,1,-74.79465,-0.01728859,0.0759306,-24.578947,-0.01452199,0.974897,3.749687,193.5343,-0.55652,P
2015-03-29 17:29:43,2,-70.61045,-0.02257573,0.1124691,-22.085875,-0.01355928,0.974897,4.648432,303.4734,-1.221979,P
2015-03-29 19:22:10,2,-40.42274,-0.02591321,0.0955498,-22.06758,-0.00661363,0.974897,0.308325,-227.4309,-0.072069,-
2015-03-29 20:40:50,3,-70.11172,-0.02272893,0.0948619,-23.095271,-0.01344453,0.974897,3.182351,124.1349,-0.233041,-
2015-03-29 22:06:13,1,-58.03987,-0.01703801,0.1528563,-18.932432,-0.01066702,0.974897,3.890782,210.7937,-0.972881,P
2015-03-30 08:03:16,1,-12.03141,-0.01067475,0.070086,-23.850033,-8.13e-05,0.974897,4.466114,281.1713,0.136401,P
2015-03-30 08:17:17,1,-12.81004,-0.01861651,0.1891148,-15.130813,-0.00026045,0.974897,1.010707,-141.5119,-0.853807,P
2015-03-30 11:54:36,3,-103.15456,-0.0195741,0.128445,-21.734642,-0.0210471,0.974897,5.50092,407.7542,0.093041,N
2015-03-30 13:29:23,1,30.65095,-0.02759009,0.1342547,-17.663966,0.00973914,0.974897,-2.024387,-512.7802,?,N
2015-03-30 16:49:41,1,-77.60919,-0.02593931,0.0372321,-27.044956,-0.01516957,0.974897,1.763953,-49.3709,-0.291722,P
2015-03-30 17:26:57,1,-30.26926,-0.00962654,0.0838353,-22.449354,-0.0042775,0.974897,-1.368708,-432.5742,-1.056676,L
2015-03-30 20:33:24,1,-85.99251,-0.03395852,0.0991713,-23.342299,-0.01709842,0.974897,4.877718,331.5208,-0.135261,N
2015-03-30 22:43:48,3,-59.43708,-0.02033387,0.1397281,-19.890746,-0.01098849,0.974897,4.036316,228.5962,-1.249559,P
2015-03-30 23:29:04,3,-35.73267,-0.02045918,0.1180677,-20.779578,-0.00553453,0.974897,2.963108,97.3159,-1.220049,L
2015-03-31 00:16:26,1,-55.09053,-0.0243743,0.0839981,-23.60619,-0.00998843,0.974897,3.562002,170.5756,-0.60288,P
2015-03-31 00:36:16,1,-35.22326,-0.01401083,0.0981435,-22.007273,-0.00541733,0.974897,1.915591,-30.8218,0.063293,-
2015-03-31 03:54:46,2,33.26164,-0.01919539,0.0926622,-21.437691,0.01033981,0.974897,4.78397,320.0531,0.413917,P
2015-03-31 05:38:21,2,3.40691,-0.01680112,0.1545288,-17.758635,0.00347078,0.974897,4.974977,343.418,0.447483,P
2015-03-31 09:07:56,1,-12.51615,-0.02325564,0.1144303,-20.772769,-0.00019283,0.974897,4.390877,271.968,0.421782,P
2015-03-31 09:13:28,1,-3.74153,-0.0237577,0.1287693,-19.673812,0.00182605,0.974897,4.885372,332.4571,-1.187828,P
2015-03-31 10:30:13,2,-31.86865,-0.01681384,0.0622804,-24.389285,-0.00464549,0.974897,1.625017,-66.3663,-0.012454,-
2015-03-31 13:06:51,2,-63.60621,-0.0198741,0.1249161,-21.022842,-0.01194773,0.974897,4.199985,248.617,-1.462907,P
2015-03-31 16:53:19,1,-48.92565,-0.02353281,0.0199254,-27.699843,-0.00857,0.974897,1.893177,-33.5636,-0.198495,N
2015-03-31 16:55:00,3,-66.75691,-0.020838,0.0691411,-24.73054,-0.01267265,0.974897,2.579405,50.3794,0.425039,-
2015-03-31 17:37:35,3,-56.6704,-0.02986403,0.1608603,-18.460058,-0.01035193,0.974897,4.68659,308.1411,-1.397668,P
2015-03-31 18:52:08,1,-26.02275,-0.01143484,0.0614375,-24.925663,-0.00330046,0.974897,5.920639,459.0963,-0.409824,N
2015-03-31 19:36:39,1,-66.83017,-0.02107693,0.0998491,-22.572059,-0.01268951,0.974897,2.365361,24.1963,-1.026883,-
2015-03-31 20:08:09,2,-29.75094,-0.02753926,0.0618532,-24.985516,-0.00415825,0.974897,6.032508,472.7807,-0.255179,N
2015-03-31 23:17:10,2,-51.93971,-0.0205353,0.1340538,-20.121741,-0.00926348,0.974897,3.925122,214.9944,-1.454097,P
2015-04-01 01:14:24,?,4.59071,-0.01573168,0.0169763,-27.070955,0.00374315,0.974897,3.473452,159.7439,1.005914,P
2015-04-01 04:18:07,1,8.16177,-0.01923339,0.1579598,-17.486826,0.00456479,0.974897,5.407188,396.2884,-1.625017,P
2015-04-01 12:06:54,2,-44.03534,-0.02980342,0.0329591,-27.605758,-0.00744483,0.974897,8.460291,769.7597,-0.281454,N
2015-04-01 13:15:53,?,-48.52829,-0.01886778,0.065798,-23.782296,-0.00847858,0.974897,-3.377331,-678.2793,?,L
2015-04-01 17:14:34,3,-54.00218,-0.01835075,0.0834881,-23.545342,-0.00973802,0.974897,3.019624,104.2292,-0.829276,P
2015-04-01 19:12:00,3,-35.0009,-0.00808894,0.1091398,-21.438121,-0.00536617,0.974897,3.351118,144.7793,-1.79181,P
2015-04-01 20:42:12,2,-12.96441,-0.00928003,0.1051883,-21.485419,-0.00029597,0.974897,4.845071,327.5274,-0.182039,P
2015-04-01 23:12:31,2,-78.68646,-0.01086674,0.121032,-21.961674,-0.01541743,0.974897,6.903412,579.3142,-0.776603,N
2015-04-02 03:09:40,1,-31.25902,-0.0231337,0.1000049,-21.716642,-0.00450523,0.974897,1.309752,-104.9311,-1.0208,P
2015-04-02 03:46:28,1,-84.67609,-0.01773695,0.0554145,-25.962195,-0.01679553,0.974897,2.052316,-14.0969,-0.203403,-
2015-04-02 06:57:39,3,-74.22259,-0.01234619,0.0778917,-24.483859,-0.01439037,0.974897,4.127997,239.8111,-0.304273,N
2015-04-02 07:26:05,3,-33.18418,-0.03063226,0.0367231,-26.780648,-0.00494817,0.974897,5.918414,458.8241,0.10511,N
2015-04-02 09:31:02,2,-56.37896,-0.01195987,0.1059227,-21.689688,-0.01028487,0.974897,0.512708,-202.4297,0.472821,L
2015-04-02 16:08:41,2,-81.33268,-0.01420276,0.063486,-25.436659,-0.01602628,0.974897,2.777889,74.6589,-0.36546,-
2015-04-02 19:07:13,1,-21.08163,-0.00967426,0.1261854,-19.548605,-0.00216359,0.974897,0.2099,-239.4707,-0.150214,P
2015-04-02 20:46:01,1,-11.71373,-0.01858127,0.0581081,-24.549355,-8.21e-06,0.974897,3.5573,170.0005,0.03887,N
2015-04-02 20:54:50,1,-75.43939,-0.01895267,0.0924496,-23.573911,-0.01467033,0.974897,4.679514,307.2756,-0.140499,P
2015-04-04 00:17:30,2,-3.82283,-0.02577753,-0.0134076,-28.876071,0.00180735,0.974897,0.081245,-255.2084,0.566328,-
2015-04-04 06:00:40,3,-15.92494,-0.01381779,-0.0097274,-28.941284,-0.00097713,0.974897,0.680783,-181.8699,-0.931712,-
2015-04-04 13:43:18,?,-52.41628,-0.01987134,0.169809,-17.612381,-0.00937313,0.974897,3.648347,181.1379,0.165997,P
2015-04-04 14:59:49,1,-46.40135,-0.0216342,0.1925086,-15.904721,-0.00798921,0.974897,3.542018,168.1311,-1.241588,P
2015-04-04 19:59:16,2,-102.27017,-0.03246157,-0.0215322,-31.632085,-0.02084361,0.974897,1.950551,-26.5454,-1.722991,-
2015-04-04 21:44:45,1,-30.41374,-0.02632597,0.0952732,-21.937491,-0.00431074,0.974897,0.651703,-185.4271,-0.751783,L
2015-04-05 01:14:38,3,-18.55793,-0.01366744,0.056584,-24.414779,-0.00158294,0.974897,0.841289,-162.236,-1.311983,-
2015-04-05 06:54:11,2,-42.68214,-0.01739882,0.0285924,-27.407264,-0.00713348,0.974897,5.01923,348.8313,-0.1815,N
2015-04-05 07:21:45,1,-20.683,-0.02031725,0.0046193,-28.343393,-0.00207188,0.974897,2.883255,87.5479,-1.200595,N
2015-04-05 08:01:01,1,-63.9865,-0.01579879,0.172093,-17.621334,-0.01203523,0.974897,3.214028,128.0097,-0.93817,L
2015-04-05 08:28:15,2,-25.95717,-0.02716273,0.1340435,-19.371516,-0.00328537,0.974897,2.182965,1.8847,-1.747499,L
2015-04-05 13:10:21,2,-66.51165,-0.01330633,0.0702416,-24.86622,-0.01261622,0.974897,4.150782,242.5984,-1.177703,N
2015-04-05 14:54:39,1,-36.10203,-0.01857553,0.1104178,-21.436044,-0.00561952,0.974897,3.821784,202.3535,0.258861,P
2015-04-05 16:10:35,3,-70.8918,-0.02366764,0.0846581,-23.320507,-0.01362402,0.974897,-0.426417,-317.3083,-1.6364,L
2015-04-05 17:35:05,2,36.1422,-0.0269322,0.1400686,-18.042963,0.01100258,0.974897,4.426862,276.3698,0.3792,P
2015-04-06 01:21:29,3,-90.01242,-0.0222534,0.1313739,-21.419919,-0.01802333,0.974897,6.56406,537.8029,-0.598539,P
2015-04-06 01:38:25,1,-48.83063,-0.01116813,0.1110259,-21.388384,-0.00854814,0.974897,1.969682,-24.2051,-0.805094,P
2015-04-06 06:51:29,3,-32.09896,-0.01323332,0.1396544,-19.083724,-0.00469848,0.974897,2.043722,-15.1482,-0.786001,P
2015-04-06 07:58:44,1,-22.56163,-0.01932319,?,-27.687469,-0.00250411,0.974897,3.739361,192.2712,-0.279945,N
2015-04-06 08:58:26,1,-49.89621,-0.02264567,0.1673519,-17.696623,-0.00879331,0.974897,3.382414,148.6075,-0.908025,P
2015-04-06 09:42:31,1,-7.21363,-0.02649402,0.1590706,-17.456103,0.00102718,0.974897,3.553686,169.5585,-2.039057,L
2015-04-06 10:23:11,1,-97.42719,-0.01777693,0.0446395,-27.330116,-0.01972933,0.974897,4.732498,313.7568,-0.984066,-
2015-04-06 16:27:02,3,30.39939,-0.01307976,0.1215872,-19.513198,0.00968126,0.974897,4.972077,343.0634,0.035503,P
2015-04-06 18:48:36,1,-0.48552,-0.02069692,-0.0269783,-30.133444,0.0025752,0.974897,2.845676,82.951,-1.246498,P
2015-04-07 02:25:58,1,-27.95006,-0.01486082,0.0946904,-21.842585,-0.00374389,0.974897,0.021796,-262.4806,-0.944546,L
2015-04-07 04:46:32,?,-78.79612,-0.01940054,?,-20.163541,-0.01544266,0.974897,5.921111,459.154,-1.507263,P
2015-04-07 06:37:53,?,10.75087,-0.01872998,0.0888775,-21.931607,0.00516049,0.974897,3.255198,133.0459,-1.198722,P
2015-04-07 06:40:06,3,-65.74563,-0.01138638,0.1099311,-21.593933,-0.01243998,0.974897,0.500275,-203.9506,-1.065826,L
2015-04-07 10:02:24,3,-43.95613,-0.01735441,0.0743145,-23.168696,-0.0074266,0.974897,-2.891284,-618.8236,?,L
2015-04-07 10:22:06,3,-21.51416,-0.03589847,0.0199593,-26.932061,-0.00226311,0.974897,0.249515,-234.6248,-0.878095,L
2015-04-07 15:10:29,1,-41.36956,-0.01055384,0.1039414,-21.728077,-0.00683148,0.974897,1.932032,-28.8106,-1.154284,-
2015-04-07 15:24:05,1,-15.10039,-0.01754647,0.1530638,-18.164394,-0.00078742,0.974897,4.543594,290.6491,0.15125,P
2015-04-07 16:06:55,?,-57.07965,-0.02606149,0.0368122,-26.701204,-0.01044609,0.974897,1.98499,-22.3325,-1.104008,P
2015-04-07 18:01:21,2,-38.1453,-0.02178035,0.0511675,-25.767951,-0.00608964,0.974897,5.135112,363.0066,-0.599878,N
2015-04-07 22:40:00,1,-75.69433,-0.01999903,0.0640571,-25.394692,-0.01472899,0.974897,3.563726,170.7866,-1.009043,P
2015-04-09 01:37:12,2,-18.64592,-0.02335787,0.121672,-20.567078,-0.00160318,0.974897,5.668206,428.2174,-1.032882,P
2015-04-09 02:43:09,1,-81.17605,-0.02420269,0.1008915,-23.156495,-0.01599024,0.974897,5.081913,356.4991,-0.607734,P
2015-04-09 04:18:17,3,-46.58551,-0.02528157,0.1278849,-20.334542,-0.00803158,0.974897,3.128205,117.5114,-1.579041,P
2015-04-09 04:55:40,1,-11.97801,-0.00501385,0.1040373,-20.930115,-6.901e-05,0.974897,0.382784,-218.3226,-1.651222,-
2015-04-09 06:20:33,2,-71.10586,-0.02088369,0.0307963,-27.122639,-0.01367327,0.974897,0.017371,-263.0219,0.181209,-
2015-04-09 06:26:41,2,-0.09342,-0.03100594,0.0798638,-22.869036,0.00266542,0.974897,3.972745,220.8198,-1.565787,P
2015-04-09 06:53:56,1,0.63938,-0.02065086,-0.0202087,-29.159428,0.00283402,0.974897,-0.649159,-344.5553,0.362287,-
2015-04-09 08:18:59,3,-20.70185,-0.02133146,0.1301708,-19.868115,-0.00207621,0.974897,4.583011,295.4708,0.141116,P
2015-04-09 09:32:33,1,-39.88207,-0.01278183,0.1258257,-20.233022,-0.00648924,0.974897,2.311804,17.645,-0.586181,P
2015-04-09 09:41:11,1,-75.18684,-0.01451587,0.1010621,-23.009347,-0.01461223,0.974897,4.954126,340.8675,-1.08012,P
2015-04-09 10:08:43,1,-81.42861,-0.01413684,0.1041078,-22.686081,-0.01604835,0.974897,3.253974,132.8962,-1.599849,P
2015-04-09 11:35:34,3,-17.28993,-0.01362453,-0.0162616,-29.552968,-0.00129119,0.974897,1.634072,-65.2587,-1.223944,N
2015-04-09 12:26:55,2,-36.64291,-0.02432665,?,-14.673084,-0.00574396,0.974897,3.548843,168.9661,-1.20378,P
2015-04-09 15:45:43,3,-44.61489,-0.02809506,?,-22.181165,-0.00757817,0.974897,1.738617,-52.4701,-0.11365,P
2015-04-09 16:54:33,2,-22.57572,-0.01969097,0.1101992,-21.228205,-0.00250736,0.974897,4.131742,240.2692,0.224454,P
2015-04-09 17:42:33,2,-33.19969,-0.0157307,?,-27.66719,-0.00495174,0.974897,2.557045,47.6442,-1.936443,N
2015-04-09 23:17:46,2,-99.13009,-0.01735013,0.0614456,-26.363864,-0.02012114,0.974897,5.937055,461.1045,-1.335672,P
2015-04-09 23:31:43,?,-67.28922,-0.01713064,0.0874103,-23.866506,-0.01279513,0.974897,5.42689,398.6984,-0.520323,N
2015-04-10 01:48:50,1,-20.11768,-0.0190835,0.0652491,-24.332809,-0.00194181,0.974897,4.381511,270.8222,-0.649232,N
2015-04-10 01:50:51,1,-40.04057,-0.01854091,0.0573244,-25.083046,-0.0065257,0.974897,2.997291,101.4973,-0.951026,P
2015-04-10 02:12:34,1,-28.78538,-0.01807261,0.1428267,-18.740488,-0.00393609,0.974897,1.623098,-66.6011,-0.62085,-
2015-04-10 07:08:05,1,-37.8514,-0.01809095,0.1993444,-15.234888,-0.00602201,0.974897,3.342047,143.6697,-0.22054,P
2015-04-10 14:22:37,1,-45.43317,-0.01366786,0.0240682,-27.373576,-0.00776644,0.974897,2.108891,-7.1763,-0.890458,N
2015-04-10 14:29:14,3,-14.44431,-0.03872654,0.066076,-23.974037,-0.00063647,0.974897,3.005167,102.4607,-0.903455,N
2015-04-10 14:58:03,3,34.99031,-0.02193743,0.1407425,-18.181027,0.01073755,0.974897,5.602124,420.1339,-0.070028,P
2015-04-10 22:50:02,3,-30.26312,-0.01443838,0.003407,-28.458604,-0.00427609,0.974897,1.744522,-51.7479,-0.643139,N
2015-04-10 23:14:41,3,-12.64195,-0.00975028,-0.0107295,-29.174364,-0.00022178,0.974897,2.333517,20.301,-1.001849,N
2015-04-11 00:21:45,3,-13.53666,-0.00595953,0.2511822,-11.030152,-0.00042763,0.974897,2.394944,27.8151,-0.920178,P
2015-04-11 06:01:17,3,-44.32055,-0.03272534,0.0218898,-27.502855,-0.00751045,0.974897,2.10895,-7.1692,-0.720958,N
